text,label
"may you grow up to be righteous, may you grow up a-to be true,",0
"at the mongrel dogs who teach,",0
"hey, mr. tambourine man, play a song for me,",0
"cop said, ""wait a minute, boys, this one's not dead!""",0
"sleeping in the [incomprehensible] on the back of the dust,",0
"her folks, they said our lives together sure was gonna be rough,",0
"you got something better,",0
her voice once and talk,0
tangled up in blue.,0
"bird, fly high by the light of the moon,",1
"i had a job in the great north woods working as a cook for a spell,",0
nobody's ever taught you how to live out on the street,0
my mind is breaking.,0
if it just don't make me hurts.,0
"ah, but i was so much older then,",0
"madams light the candles,",1
remember you said you saw the getaway car?,0
"she say, ""you can't repeat the past."" i say, ""you can't?",0
"in another i witnessed a crime,",0
"he's got a new one out now, i don't even know what it's about,",0
jesus gonna make up-jesus gonna make up-,0
"from a clear, blue sky and turn it off again,",0
"bird, fly high by the light of the moon,",1
"i came to a high place of darkness and light,",1
going down from god's distant shore.,0
"they say everything can be replaced,",0
"she wrote me a letter and she wrote it so kind,",0
"cat's in the well and the servant is at the door,",0
"go lightly from the ledge, babe,",1
"neighborhood bully, standing on a hill,",0
"you're still gonna have to serve somebody,",0
on this new morning with you.,0
"well, if you are, there's a fellow calling you down the road and they say his name is priest.""",0
"might be living in a mansion, you might live in a dome,",0
"she say, ""who take away his license to kill?""",-1
beyond here lies nothing,0
"knock--knock--knocking on heaven's door,",0
it nearly swept me off of my feet -,0
"baby, i'm under your spell.",0
"""there's too much confusion, i can't get no relief.",0
"i'm singing you the song, but i can't sing enough",0
"will he know you when he sees you or will he say, ""depart from me""?",0
like the red rose of summer that blooms in the day,0
said i ain't gonna work for maggie's pa no more.,0
"yea heavy, and a bottle of bread!",0
"get out of here before i break your bone! i ain't your pop!""",0
"serve somebody,",0
and there's no time to think.,0
"oh, oh, oh, jokerman.",0
we'll drink tequila where our grandfathers stayed,0
"i used to care, but things have changed.",0
"with a long-distance look her eyes was on fire,",0
william zantzinger with a six-month sentence.,0
"without your love i'd be nowhere at all,",1
"you need something to open your eyes,",0
"hey, mr. tambourine man, play a song for me,",0
"i'm locked in tight, i'm outta range,",0
"king of the streets, child of clay,",0
"but you who philosophize disgrace and criticize all fears,",0
"and someone says, ""you're in the wrong place, my friend, you'd better leave.""",-1
to protect you and defend you,0
"don't steal, don't lift,",0
"if you want somebody you can trust, trust yourself.",0
"you've known it all the time, i'm learning it these days -",0
but you know you only used to get juiced in it.,0
"yes, it sure has been a long, hard climb.",0
"where ma rainey and beethoven unwrapped their bedroll,",0
"well, phaedra with her looking glass,",0
i been wondering all about me,0
"with no direction home,",0
sold my guitar to the baker's son,0
"sad-eyed lady of the lowlands,",0
"the guilty undertaker sighs, the lonesome organ-grinder cries,",0
"you're the sweetest, gone mama that this boy's ever gonna get -",0
i'll remember you.,0
"he drank coca-cola, he was eating wonder bread,",0
"they say i shot a man named gray and took his wife to italy,",0
"graveyards, false goals, i scuff",-1
"they said, ""listen, boy, you're just a pup"",",0
"but you're gonna have to serve somebody,",0
"listen to the engine, listen to the bell",0
johnny's in the basement,0
"did they know he was the son of god, did they know that he was lord?",0
"well, well, well, so i can die easy,",0
"works up to her britches, up to her neck,",0
"god knows when,",0
how does it feel?,0
"there's a whole lotta hearts breaking tonight from the disease of conceit,",0
"to be on your own,",0
"watered-down love,",1
"the wildest cat from montana passes by in a flash,",0
"i didn't realize just what i did hear,",0
"with the mystery tramp, but now you realize",0
"ooh, pressing on to the higher calling of my lord.",0
"they say everything can be replaced,",0
visions of your chestnut mare shoot through my head and are making me see stars.,0
is just looking for a needle that's lost in the sand.,0
"next to come in was the old, gray cat,",0
"you may be a businessman or some high-degree thief,",0
man is opposed to fair play:,0
"i want you,",0
means another poor boy is dead and gone.,0
"i'm just like him, the same as you.",0
how does it feel,0
"the bridge at midnight trembles,",0
the sentence is passed and it cannot be repealed -,0
it sure feels right on a night like this.,0
and crime don't have a face.,0
"we live in a political world,",0
outside the crowd was stirring - you could hear it from the door;,0
both of their futures so full of dread -- you don't show one.,0
"they say ""sing!"" while you slave and i just get bored.",0
"but don't think twice, it's alright.",0
"i know you're long gone, i guess it must be up to me.",0
"""lay at your bed, sally sue brown,",0
"i put down my robe, i picked up my diploma,",0
i'm sailing away in the morning.,0
"leaving nobody to carry him home,",0
to keep her from the howling winds.,0
"they said that he was sick 'cause he didn't play by the rules,",0
we're both one too many mornings and a thousand miles behind.,0
"a whore will pass the hat, collect a hundred grand, and say thanks.",0
"now, mark what followed and what did betide for it being on christmas morning.",0
"knock--knock--knocking on heaven's door,",0
"it's late, i'm trying to walk the line.",0
"yes, and i just got to thank you once again",0
"that, while life's pleasures be few,",0
"listen to that duquesne whistle blowing,",0
"lay, lady, lay, lay across my big brass bed,",0
"the cold-blooded moon, the captain waits above the celebration,",-1
"and you want somebody you don't have to speak to,",0
"by losers, cheaters,",0
"i went out last night to take a little round,",0
"oh, this feeling's still here in my heart.",0
"she was there in the meadow where the creek used to rise,",0
"nine hundred miners had laid their money down,",0
maggie says that many say,0
they all fall there so perfectly - it all seems so well-timed.,0
i think this time we should escape.,0
"and pretend that you never have met.""",0
"yesterday's gone, but the past live on,",0
"and an aching in my heart and my pockets full of sand,",0
"may be a city councilman taking bribes on the side,",0
the hour that the ship comes in.,0
"the ocean wild like an organ played, the seaweeds wove its strands,",0
to understand you know too soon there is no sense in trying.,0
"and come every time you call,",0
"it could even be like a myth,",0
"just as long as you stay with me,",0
"i got my hammer ringing, pretty baby, but the nails ain't going down.",0
through the darkness on the pathways of life.,-1
"you gotta look some other place,",0
flashing for the refugees on the unarmed road of flight,1
"i can hear your trembling heart beat like a river,",0
but they wouldn't let me on the tennis court.,0
when you're lost in the rain in juarez and it's easter-time too,0
"i can still hear that voice crying in the wilderness,",-1
"oh, yes, they did.",0
"they'll stone you when you are walking home,",0
"i would not feel so all alone,",0
"but i would not feel so all alone,",0
i can hear that whistle blowing.,0
the vagabond who's rapping at your door,0
now you can seal up the book and not write anymore.,0
"they say that you've been seen with some other man,",0
"god said, ""you can do what you want, abe, but",0
"turn you into a piece of meat, the disease of conceit.",0
"well, you've done it all and there's no more anyone can pretend to do,",0
"and uncle remus can't tell you and neither can santa claus,",0
"""pray for peace!"" he said, you could feel it in the crowd.",0
"yes, i'd tell you what it means if i just didn't have to try so hard.",0
"try to be a success,",0
because my dreams are made of iron and steel,0
"oh, lord, oh, lord,",0
"and i--i don't mind the pain,",-1
"and laughter down on elizabeth street,",0
"may you always be courageous, stand upright and be strong,",0
"with rich, wealthy parents who provide and protect him",0
